top,heart,base,perfume_id
"[785, 785, 785, 785, 96, 725, 908, 692, 924, 624, 920, 808, 28, 191, 7, 228, 32]",,,26152181
"[473, 473, 670, 785, 96, 725, 193, 692, 28, 900, 624, 513]",,,26152182
"[96, 660, 785, 473, 808, 908, 649, 624, 920, 808, 864]",,,26152183
"[515, 96, 562, 805, 924, 28, 624]",,,26152184
"[281, 808, 28, 624]",,,26152185
"[785, 96, 473, 28, 808, 624]",,,26152186
"[604, 473, 920, 676]",,,26152187
"[512, 519, 808]",,,26152188
"[593, 601, 900, 530]",,,26152189
"[920, 785]",[805],,26152190
[101],,,26152191
,,[920],26152192
"[927, 526, 512, 372, 574, 446, 649]",,,26152193
"[562, 515, 715]","[646, 627]",[692],26152194
"[96, 715]",[725],"[433, 924, 692]",26152195
"[96, 883, 660, 708, 224, 282, 800]","[639, 785, 473, 102, 692, 863]","[713, 624, 7]",26152196
[96],"[353, 669, 473, 652]","[193, 808, 920, 7]",26152197
"[732, 708, 530, 723]","[692, 924]","[920, 908, 748]",26152198
"[773, 16, 303, 176]",,,26152199
"[473, 395, 708, 82, 28]",,,26152200
"[28, 659]",,,26152201
"[966, 455]",,,26152202
"[785, 433, 725, 89, 627]",,,26152203
"[562, 473, 698]","[713, 421]","[808, 692]",26152204
"[388, 529]",[785],"[193, 624]",26152205
"[928, 785, 785]",,,26152206
"[7, 473, 624]",,,26152207
"[96, 45, 715, 785, 914, 461, 920, 26, 28, 193, 692, 7]",,,26152208
,,,26152209
"[725, 694, 473, 26, 920, 900]",,,26152210
"[331, 472, 259, 376]","[93, 664, 247]","[924, 808, 513, 28, 920]",26152211
"[924, 366, 372, 906, 465, 246, 649, 545]",,,26152212
[604],[512],[26],26152213
[694],[661],[920],26152214
"[938, 281]",[473],"[624, 193]",26152215
[96],,[624],26152216
"[928, 53, 354]",[785],"[624, 193]",26152217
"[96, 562]","[966, 513]","[920, 624, 908, 26]",26152218
,"[527, 630, 201]","[98, 924, 692]",26152219
"[473, 473, 180, 660, 26, 920]",,,26152220
[661],,"[748, 624]",26152221
"[530, 388, 102]","[670, 732]","[193, 624]",26152222
"[395, 178, 354]",[527],[7],26152223
"[472, 461, 586, 450, 900, 649, 808, 7, 624]",,,26152224
"[388, 53]","[661, 927]","[920, 245, 26]",26152225
"[800, 455, 473, 187, 624, 920]",,,26152226
"[33, 927]","[698, 473, 808]","[193, 624, 26]",26152227
"[102, 45]","[864, 900, 652]","[808, 908]",26152228
"[344, 178, 96, 331]","[573, 473, 928]","[805, 193, 624]",26152229
"[96, 358, 707]","[555, 927, 461, 586]","[624, 908]",26152230
"[225, 237, 708, 7]",,,26152231
"[96, 376, 562]","[245, 356]","[920, 188, 624, 26]",26152232
[555],"[690, 661]","[908, 26]",26152233
"[660, 515, 388, 947, 343, 245]",,,26152234
,,,26152235
"[914, 920]",,,26152236
"[96, 562, 555, 473, 343, 193, 624, 924]",,,26152237
"[292, 96, 639, 193, 908, 924, 864, 26]",,,26152238
"[398, 96, 388, 473, 512, 924, 624, 26]",,,26152239
"[725, 515, 708, 661, 649, 473, 26, 692, 513]",,,26152240
"[939, 178, 732, 785, 498, 800, 7, 26, 624]",,,26152241
"[785, 966]","[473, 473]","[785, 624]",26152242
"[913, 927, 574, 529]","[473, 555, 785, 461]","[920, 437, 421]",26152243
"[966, 660, 661]","[913, 367, 473, 574]","[30, 924, 808, 624]",26152244
"[44, 525]","[900, 927]","[573, 624]",26152245
"[227, 661]","[353, 639, 959]","[26, 573]",26152246
"[83, 660, 96, 900, 652, 920, 366, 259]",,,26152247
"[96, 562, 259, 920, 808, 649]",,,26152248
[96],"[473, 785, 7, 421, 433]","[472, 808, 624, 920]",26152249
"[96, 562]","[947, 472, 660, 846, 421, 669, 966]","[692, 193, 649, 808, 624]",26152250
"[785, 455, 28]",,,26152251
"[193, 7, 627, 808, 692, 920]",,,26152252
"[624, 433, 26, 473]",,,26152253
[96],"[372, 785, 639, 473, 966, 421, 694]","[692, 808, 920, 669, 28, 624]",26152254
"[515, 96, 229]","[785, 473, 927]","[237, 692, 649, 193, 480, 904, 184, 669, 863, 498, 513, 32, 28]",26152255
"[672, 395]",,,26152256
,,,26152257
"[639, 96, 661, 924, 692]",,,26152258
"[473, 927, 461, 527, 858, 180, 913, 920, 624]",,,26152259
[96],"[707, 529]","[461, 624]",26152260
"[530, 515, 96]","[529, 785, 927]","[785, 808, 924, 624, 692]",26152261
[237],"[913, 966]","[624, 808]",26152262
[461],[403],"[908, 472]",26152263
"[344, 555]","[343, 586, 392, 461]","[245, 748, 32]",26152264
"[850, 336, 725, 193, 99, 920]",,,26152265
"[725, 708]",[601],"[193, 624]",26152266
"[45, 660, 739]","[53, 461, 805, 914]","[692, 920]",26152267
,,,26152268
"[96, 395, 562]","[927, 675]","[649, 624, 808]",26152269
,,,26152270
"[193, 102, 513, 472]",,,26152271
"[7, 330]",,,26152272
"[808, 7, 498]",,,26152273
"[461, 785]",,,26152274
"[652, 627]",,,26152275
"[940, 624]",,,26152276
"[330, 51]",,[273],26152277
,"[395, 398]",,26152278
"[96, 515, 562, 573]","[42, 331, 344]","[692, 920]",26152279
"[224, 388, 800, 395]","[45, 372]","[498, 624, 692]",26152280
"[562, 928, 303]","[785, 785, 372]","[808, 472]",26152281
"[96, 515, 562, 224]","[785, 785, 692]","[659, 920]",26152282
"[259, 395, 646]","[473, 461]","[26, 624, 808, 920]",26152283
"[96, 576]","[480, 512, 267]","[692, 924, 26, 193]",26152284
"[690, 388, 780, 562]","[800, 725, 178, 555, 694]","[808, 36, 920, 924, 461, 624]",26152285
[800],"[785, 692, 193, 7]",[624],26152286
"[96, 515, 725]","[42, 669]","[808, 193, 7, 624]",26152287
"[800, 237, 708]","[303, 692, 193, 7]","[26, 920]",26152288
[715],,,26152289
[367],,,26152290
"[178, 708]",,[7],26152291
"[530, 108, 102]","[953, 473, 529]","[624, 692, 908]",26152292
[472],"[193, 525, 461]","[26, 920]",26152293
"[96, 515, 562, 388, 780, 102]","[785, 473, 670, 529, 193]","[624, 652, 498, 692, 785, 7]",26152294
"[96, 515, 44]","[793, 512, 661]","[908, 26, 808, 624]",26152295
"[694, 96, 515, 562]","[473, 785, 358]","[920, 808, 908]",26152296
"[515, 96, 45, 698]","[224, 180, 98]","[193, 808, 920]",26152297
"[96, 366, 45]","[512, 785, 193]","[924, 908, 649]",26152298
"[515, 660, 708, 259, 178]","[512, 573, 372, 639]","[26, 924, 649, 908, 920]",26152299
"[562, 611]","[785, 193, 224, 455]","[692, 26, 513, 624]",26152300
"[562, 388, 725]","[193, 808, 178]","[624, 26, 461]",26152301
"[96, 515, 562, 388]","[646, 178, 519, 376]","[808, 924, 692, 624, 193]",26152302
"[96, 562, 928]","[237, 193, 805]","[908, 624, 649]",26152303
"[96, 178, 388]","[573, 669]","[624, 908]",26152304
[785],[513],"[808, 7]",26152305
"[96, 388, 376]","[193, 924]","[26, 624, 888]",26152306
"[33, 96, 924, 649, 180, 191, 785, 224, 228, 367, 433, 624, 908, 939]",,,26152307
"[96, 515, 660]",[461],"[624, 28, 808]",26152308
"[660, 96, 708]","[690, 193, 785]","[26, 624, 920, 808]",26152309
"[785, 707]",,,26152310
,,[624],26152311
"[96, 388, 372, 725]","[341, 395, 512]","[26, 808, 692, 649]",26152312
,,,26152313
,,,26152314
"[178, 646, 530, 96]","[723, 661, 193]","[26, 649, 808, 403]",26152315
"[601, 913, 455, 966, 920]",,,26152316
"[372, 649, 96, 660, 639, 26]",,,26152317
"[28, 237, 562, 715, 793, 624]",,,26152318
"[358, 883]","[473, 527]","[26, 624, 808]",26152319
"[96, 562, 178]","[512, 229, 372]","[26, 920]",26152320
"[388, 832, 692, 924, 652]",,,26152321
"[26, 28, 193, 808, 96, 708, 785, 180, 785, 224, 785, 473, 498, 515, 785, 904, 920, 966]",,,26152322
"[913, 388, 832, 7]",,,26152323
"[96, 708, 649, 785, 785, 250, 300, 473, 193, 472, 498, 553, 646, 808, 920]",,,26152324
"[343, 515]","[802, 512, 245]","[527, 624]",26152325
"[515, 176, 802]","[473, 366, 529]","[692, 808, 920, 624, 26]",26152326
,,,26152327
"[96, 660, 649, 692, 698]",,,26152328
"[224, 44, 515, 530, 660, 732, 896, 237]","[473, 372, 366, 966, 512]","[808, 920, 624]",26152329
"[96, 515, 562, 512, 178]","[802, 896]","[900, 692, 924]",26152330
"[96, 303, 785, 708]","[473, 670, 966, 15]","[864, 649, 920, 433, 627]",26152331
"[162, 923]","[193, 661]",[908],26152332
"[102, 388, 883, 660]","[661, 694]","[176, 624, 403, 193]",26152333
[259],,,26152334
[515],[473],,26152335
"[96, 660, 224]","[372, 193]","[649, 808]",26152336
"[193, 708, 624, 513]",,,26152337
"[96, 101, 562, 515, 661, 966, 473, 529, 639, 649]",,,26152338
"[808, 920, 395, 455]",,,26152339
"[388, 939, 96]","[512, 372, 669, 780]","[924, 193, 187]",26152340
[515],[473],[920],26152341
"[624, 32, 708, 959]",,,26152342
"[562, 358]","[670, 421]","[624, 26]",26152343
"[96, 562, 178]","[808, 193, 924, 33, 184]","[927, 624, 692]",26152344
"[82, 96, 366, 530, 802, 924]",,,26152345
"[366, 461, 444, 639, 96, 82, 473, 785, 661, 924, 692, 649]",,,26152346
"[96, 515, 562]",,,26152347
"[344, 660]","[573, 473]","[7, 624]",26152348
[515],,[193],26152349
"[513, 864, 546, 15, 28, 472, 762]",,,26152350
"[692, 808, 785, 513, 624]",,,26152351
"[785, 513, 7]",,,26152352
"[473, 785, 472, 627, 7]",,,26152353
"[928, 649, 473, 864, 692]",,,26152354
"[473, 913, 366, 920, 89, 692, 178, 331, 863]",,,26152355
[102],,,26152356
"[515, 395, 660, 883]",,,26152357
"[472, 800, 268]",,,26152358
"[96, 920, 624, 660]",,,26152359
"[96, 89, 259, 586, 639, 660]",,,26152360
"[343, 771, 193]",,,26152361
"[96, 565, 765]","[245, 406, 473]","[692, 920]",26152362
"[785, 555, 624, 26]",,,26152363
"[317, 796]","[692, 646, 473]","[920, 193, 624, 26, 785]",26152364
"[96, 562]","[661, 707, 473]",[26],26152365
"[555, 303, 472, 455]",,,26152366
"[723, 854]","[664, 512]","[26, 692, 908, 624]",26152367
[661],,,26152368
"[102, 358, 406]","[216, 593, 245, 698]","[928, 924]",26152369
"[562, 770]","[216, 245, 920]",[924],26152370
"[96, 515, 102]","[245, 358, 785]",[908],26152371
"[741, 586]","[527, 785, 461]","[26, 498, 7]",26152372
"[562, 920, 924, 245, 624]",,,26152374
"[330, 639, 660]",,,26152375
"[480, 472]","[473, 461]","[924, 26]",26152376
"[660, 601, 473]",,,26152377
"[684, 472]","[26, 661]",[920],26152378
"[259, 562, 96, 512]","[785, 473, 444, 800]","[808, 649, 7, 920]",26152379
"[660, 46, 698]","[473, 661, 785, 927, 527, 398]","[920, 692, 908, 26, 176]",26152380
[725],"[920, 513]","[908, 692]",26152381
[785],"[707, 358]","[624, 808]",26152382
"[770, 376]","[82, 802, 193]","[864, 26]",26152383
[631],"[661, 367, 927]",[692],26152384
"[796, 300, 247, 176, 16, 421, 808]",,,26152385
"[96, 562, 725]","[661, 229]","[26, 903, 421]",26152386
,,,26152387
,,,26152388
,,,26152389
,[785],[808],26152390
"[698, 725]","[8, 639, 372]","[924, 473, 624]",26152391
"[96, 692, 924]",,,26152392
"[924, 692, 808]",,,26152393
"[96, 639]","[864, 290, 555]","[920, 808]",26152394
"[785, 670, 781, 33, 472, 193, 785, 670, 785, 971]",,,26152395
"[800, 725]",[785],[808],26152396
"[481, 850, 388, 928]",[366],"[649, 624, 808, 28]",26152397
"[26, 28, 649, 191, 267, 282, 498, 513, 180, 473, 473, 661, 669]",,,26152398
"[45, 773, 96]","[785, 473, 193]","[36, 692, 624]",26152399
"[39, 256, 676, 713, 193, 900, 908, 920]",,,26152400
[12],"[473, 356, 461]",[624],26152401
"[708, 725, 7, 920, 26, 624]",,,26152402
"[723, 660, 96, 562]","[473, 785, 927, 26]","[7, 808, 624]",26152403
,"[966, 473]",[694],26152404
"[690, 800]","[555, 785, 785]","[949, 7, 7, 26, 624]",26152405
"[971, 376, 604]","[854, 372]","[187, 649, 863]",26152406
"[515, 96, 785]","[353, 395, 193, 669, 690]","[692, 920, 624, 924, 26]",26152407
"[96, 395]","[245, 694, 353]","[920, 624, 959, 26]",26152408
"[207, 661, 785, 624]",,,26152409
"[250, 224, 902]",,[659],26152410
"[914, 367, 433, 694, 228, 624, 927, 461, 920]",,,26152411
"[725, 473, 692]",,,26152412
"[108, 800, 227]",[7],"[808, 193, 624]",26152413
"[927, 461, 512, 513, 920, 692]",,,26152414
,"[193, 472]",[692],26152415
"[660, 224, 187, 176, 808, 624, 692, 7]",,,26152416
,"[555, 461, 927]","[800, 7, 498]",26152417
"[44, 193, 498]",,,26152418
"[744, 854, 708]",,,26152419
"[553, 649, 300, 193, 498, 920, 785, 785, 473, 808, 96, 708, 250, 646]",,,26152420
"[96, 33, 725]",,"[2, 16, 908, 624]",26152421
"[927, 765, 525]",,,26152422
"[927, 732]","[473, 661]","[193, 808, 908, 920]",26152423
"[785, 562, 527, 913, 574]","[661, 473, 966]","[808, 924, 26]",26152424
"[367, 947, 785]",,,26152425
[227],[473],"[692, 808, 924]",26152426
"[515, 96, 785, 473, 108, 624, 920, 187]",,,26152427
"[515, 639, 473, 421, 664, 920, 624]",,,26152428
"[96, 883, 725]","[808, 473]","[26, 920]",26152429
"[473, 455, 83]",,,26152430
[924],,,26152431
"[562, 604, 372]",[512],"[481, 646, 692, 924]",26152432
"[96, 114, 89, 473, 913, 785, 649, 26, 692, 920, 624]",,,26152433
[924],,,26152434
"[96, 515]","[461, 908]",[513],26152435
,,,26152436
[660],"[421, 669]","[808, 624]",26152437
"[562, 96, 178, 376]","[785, 527, 927, 473]","[624, 649]",26152438
"[639, 785, 473, 723, 694, 692, 176, 216]",,,26152439
"[395, 529, 725, 96, 515]",,,26152440
[96],"[928, 193]","[624, 920]",26152441
"[652, 920, 713, 903, 237, 692]",,,26152442
"[341, 7]",,,26152443
"[808, 652, 920, 785, 473, 966, 96]",,,26152444
[661],"[785, 902, 473]","[624, 808, 908, 920]",26152445
"[96, 356]","[555, 707, 966]","[187, 624, 920, 908]",26152446
"[26, 808, 924, 692, 649, 7]",,,26152447
"[82, 96, 282, 515, 793]","[473, 259, 180, 692, 785, 808]","[26, 649, 624, 924]",26152448
"[96, 660]","[455, 395]","[649, 193]",26152449
"[178, 45]","[529, 512]","[193, 692, 924]",26152450
"[920, 920, 7]",,,26152451
,,,26152452
[96],"[180, 920, 913]","[920, 920, 902, 224, 187, 808, 624]",26152453
"[178, 708]","[599, 785]","[193, 513]",26152454
"[96, 725]","[472, 599, 473]","[924, 808, 864]",26152455
"[193, 7, 808]",,,26152456
,,"[959, 7, 747]",26152457
"[527, 785, 473, 785, 372, 194, 708, 669, 183, 623]",,,26152458
"[515, 96, 512]","[259, 725]",[692],26152459
[245],"[966, 898, 473]","[624, 959, 920]",26152460
"[473, 527, 927]","[358, 555, 707]","[624, 808, 924, 193]",26152461
"[785, 604]",,,26152462
"[108, 959, 959]",,,26152463
[227],[358],"[692, 808]",26152464
"[96, 189]","[785, 358]","[808, 920, 624]",26152465
"[562, 515]","[473, 785]","[692, 193, 920]",26152466
,,,26152467
"[395, 224, 96, 102, 388]","[461, 646, 421]","[649, 26, 692, 924]",26152468
"[723, 376, 227]","[473, 785, 966]","[26, 808, 920, 924]",26152469
[473],"[224, 785]","[193, 920, 26]",26152470
"[888, 96]","[473, 785, 664, 358]","[692, 624]",26152471
"[207, 765, 96, 16]","[525, 785, 527, 461]","[692, 808, 421]",26152472
,,,26152473
"[660, 698]","[707, 473]","[624, 808, 26]",26152474
"[96, 515, 512]","[785, 473]",[920],26152475
"[395, 44]",[473],"[808, 421, 39, 26, 920, 649]",26152476
"[293, 785, 800, 372]","[193, 102, 920, 949, 669, 403]","[26, 624, 808, 7]",26152477
"[649, 850, 193, 472, 924]",,,26152478
"[513, 7, 624, 26, 858, 900, 89, 472]",,,26152479
"[723, 966, 406, 573, 153, 398, 193, 672]",,,26152480
"[660, 96, 26]",,,26152481
,,,26152482
"[708, 96, 514]",,,26152483
"[96, 515, 513]",,,26152484
"[82, 785]",,,26152485
"[661, 473]",,,26152486
"[562, 920]",,,26152487
[808],,,26152488
[908],,,26152489
[497],,,26152490
[808],,,26152491
"[920, 473, 108]",,,26152492
"[785, 908]",,,26152493
"[388, 45, 82]","[229, 928, 573]","[193, 649, 692, 924]",26152494
"[883, 530, 604, 512]","[646, 586, 896, 793, 178]","[692, 403, 472, 908]",26152495
[939],,,26152496
,,,26152497
"[96, 388, 660, 694]","[473, 785, 692, 461]","[624, 26, 193, 920]",26152498
"[96, 45, 928]","[785, 927, 966, 947]","[924, 808, 624, 649]",26152499
"[562, 102, 694]","[398, 639, 290, 707]","[624, 193, 649]",26152500
[512],,,26152501
"[698, 388, 96]","[527, 661]","[193, 920]",26152502
"[565, 883, 555, 723]",[785],"[193, 624, 808]",26152503
"[562, 45, 16]","[661, 927, 785]","[692, 808, 624]",26152504
"[573, 715, 82, 819, 26]",,,26152505
,[785],"[624, 193]",26152506
"[883, 515, 388]","[604, 82, 802, 480]",[808],26152507
"[593, 723, 604, 529, 527]",,,26152508
"[723, 562, 388]",[473],"[692, 920]",26152509
"[708, 646, 292, 388]","[498, 513, 178]","[924, 26, 692]",26152510
"[864, 193, 649]",,,26152511
"[512, 96]","[193, 208]","[808, 26, 920]",26152512
"[45, 515]","[473, 694]",[624],26152513
"[96, 646, 785]","[661, 473, 303, 372]","[692, 624, 920, 176]",26152514
"[515, 562]","[785, 646]","[808, 920]",26152515
"[388, 715, 237]","[908, 461, 247]","[924, 900, 624]",26152516
[708],"[473, 461]","[920, 624]",26152517
"[96, 966]","[927, 473, 630, 529]","[692, 624]",26152518
"[939, 178, 224]","[966, 785, 900]","[31, 863, 920]",26152519
"[193, 480, 510, 282, 800, 472]",,,26152520
"[26, 562, 376, 473, 920, 193, 472, 224, 237]",,,26152521
"[96, 562, 796, 178]","[708, 473, 927]","[692, 647]",26152522
"[96, 515, 854, 708, 472, 331, 627]","[473, 888]","[26, 808, 692, 7, 920, 624]",26152523
"[515, 96, 259]","[512, 802, 178, 808]","[692, 193, 26]",26152524
"[562, 388]","[82, 398, 473]","[808, 624]",26152525
"[178, 96, 562, 102]","[512, 193, 473]","[808, 924, 920]",26152526
"[96, 562, 725, 660]","[800, 669, 661, 343]","[808, 649, 513, 26, 692]",26152527
"[96, 421]","[473, 785, 461, 765]","[920, 692, 649, 193, 903]",26152528
"[96, 800]","[473, 513, 7]","[193, 808, 692, 26]",26152529
"[96, 800]","[473, 513, 7]","[193, 808, 692, 26]",26152530
"[178, 515, 224]","[627, 7, 785]","[26, 624, 692]",26152531
"[421, 785]","[864, 472]","[808, 26]",26152532
"[698, 388]","[473, 785]",[808],26152533
"[562, 96]","[765, 473]",[193],26152534
"[473, 785, 785, 785, 661]",,,26152535
"[723, 45]","[96, 723, 785, 473]","[692, 624, 28, 920, 98]",26152536
"[661, 624]",,,26152537
"[353, 624]",,,26152538
"[201, 574, 376, 354, 785]","[545, 938, 927, 180]","[624, 692, 649, 7]",26152539
"[698, 465]","[707, 785]","[624, 664, 244]",26152540
,,,26152541
"[227, 395, 96, 515, 530, 237, 939]",,,26152542
[227],[7],[624],26152543
"[785, 473, 527, 515, 96, 259, 708]",,,26152544
"[354, 208, 555]",,,26152545
"[515, 96, 555, 353, 966, 639, 7]",,,26152546
"[900, 353, 26]",,,26152547
"[96, 515]",[808],"[924, 920]",26152548
"[96, 562, 12, 707]","[473, 785, 966, 527, 931]","[920, 692, 808, 26, 649, 624]",26152549
,,,26152550
[227],[646],"[959, 920]",26152551
"[927, 661]","[785, 529, 473]","[808, 624]",26152552
"[927, 96, 661]","[785, 601, 461]","[808, 924, 649, 624]",26152553
"[227, 461, 193]",,,26152554
"[725, 785, 908]",,,26152555
"[7, 28, 808, 785, 624]",,,26152556
"[785, 26, 800, 624]",,,26152557
"[227, 512, 785, 624, 472]",,,26152558
"[96, 562, 515]","[888, 473, 785]","[193, 808, 624, 920]",26152559
"[966, 96, 102]","[437, 367, 708]","[224, 920, 692, 808]",26152560
"[227, 604, 896, 53, 624]",,,26152561
"[96, 512, 715]",,,26152562
"[692, 388, 908]",,,26152563
"[748, 908]",[26],[692],26152564
"[780, 96]","[372, 7, 473]","[28, 692, 924]",26152565
"[44, 395, 519]","[785, 455]","[785, 864, 7]",26152566
"[178, 376, 331, 481, 725]",[966],"[498, 472, 649]",26152567
"[96, 562, 928]","[785, 473, 661]","[692, 513, 624]",26152568
"[515, 708, 480]","[473, 661, 785]","[513, 498, 692, 26]",26152569
,,,26152570
"[227, 800, 624]",,,26152571
"[207, 45]",,,26152572
"[530, 715]","[601, 421]","[908, 187, 624, 7]",26152573
"[741, 398]","[785, 947]","[924, 461, 26]",26152574
"[96, 344, 512]","[178, 224, 725]","[472, 692, 908]",26152575
"[661, 515, 715]","[624, 366]","[26, 920, 924]",26152576
"[96, 660, 793]","[785, 947]","[26, 920, 808]",26152577
"[246, 336]",,,26152578
[227],"[461, 376, 573]",[26],26152579
"[670, 913, 473, 708, 649, 692, 808, 627, 800, 83]",,,26152580
"[785, 624]",,,26152581
"[96, 388]","[924, 193, 692]","[26, 808, 624]",26152582
,[966],[26],26152583
"[660, 515, 45]","[512, 372, 802, 661]","[920, 908, 193, 692, 924, 187]",26152584
,[692],[864],26152585
"[562, 102]",[785],"[692, 624]",26152586
"[114, 96]","[473, 785]","[920, 924, 808, 27]",26152587
"[388, 694]","[461, 707, 661]","[176, 692, 624]",26152588
[227],"[707, 785, 555]","[624, 920, 692]",26152589
"[725, 388]","[780, 927]","[924, 692, 193, 647]",26152590
"[96, 562, 229, 708, 708, 178]","[461, 184, 331]","[193, 924, 403, 624, 649]",26152591
"[562, 96]","[473, 838, 785]","[649, 808]",26152592
"[343, 376, 178, 562, 604, 808, 193, 624]",,,26152593
"[96, 646, 461, 805, 927, 808, 26, 863, 785]",,,26152594
,,,26152595
"[96, 515, 660, 12]","[473, 785, 966, 924, 808, 692, 649]","[26, 624, 627, 461, 395]",26152596
"[96, 395, 639]","[512, 785]","[193, 36, 649]",26152597
"[660, 227, 354]","[473, 785, 455]","[624, 193, 28]",26152598
"[96, 966, 785]","[913, 461, 661]","[808, 920]",26152599
"[96, 622, 708]","[785, 913, 707]","[924, 692, 624]",26152600
"[227, 604]",,,26152601
,,,26152602
"[698, 529, 473, 785, 624]",,,26152603
"[96, 707, 515]","[367, 661, 437]","[7, 624, 927]",26152604
"[694, 96, 562]","[473, 785, 927, 461, 966, 259, 178, 224, 854, 237]","[193, 808, 924, 187, 649, 692, 28, 920, 191, 472, 627]",26152605
[515],"[574, 473]",[624],26152606
"[108, 96, 515, 660]","[473, 927, 785, 555, 180]","[28, 920, 624, 461, 193, 808, 924, 692, 224]",26152607
[562],"[480, 805]",[624],26152608
[800],"[7, 785, 193]","[513, 472]",26152609
"[388, 96, 515, 102]",,,26152610
"[515, 725, 604]","[473, 529, 785]","[624, 26, 193]",26152611
"[245, 664]",,,26152612
"[698, 51, 927, 473]",,,26152613
"[515, 102]","[473, 692]",,26152614
[96],"[646, 639]","[908, 920]",26152615
[372],"[473, 966, 461]","[692, 808]",26152616
"[661, 473, 562]","[639, 808]","[920, 245]",26152617
"[96, 530]",[376],[624],26152618
[96],[473],[808],26152619
"[366, 515, 660]","[45, 53, 473]","[193, 624, 808]",26152620
"[780, 646, 562, 472]",,,26152621
"[661, 515, 376, 808]",,,26152622
[376],[793],"[624, 193]",26152623
"[725, 732, 229, 800]","[366, 473, 785]","[461, 498, 924, 692]",26152624
"[96, 562, 515]","[785, 473, 661]","[692, 26, 177, 193]",26152625
"[96, 497]","[178, 259, 372]","[924, 864, 28]",26152626
[883],,,26152627
"[96, 604, 780, 660, 515]","[161, 473]","[649, 624, 26]",26152628
